index;date;state;country;confirmed;confirmed_DR;confirmed_filtered;confirmed_filtered_DR
12489;2020-03-08;no;Belarus;6;inf;6.599999999999999;
12490;2020-03-08;no;Barbados;0;;0.0;
12491;2020-03-08;no;Bangladesh;3;0.6666666666666667;1.7999999999999996;
12492;2020-03-08;no;Bahrain;85;6.133333333333336;86.99999999999999;
12493;2020-03-08;no;Bahamas;0;;0.0;
12494;2020-03-08;no;Azerbaijan;9;5.333333333333337;8.799999999999999;
12495;2020-03-08;no;Belgium;200;3.5018315018315027;196.79999999999995;3.544264819091609
12496;2020-03-08;no;Armenia;1;inf;0.9999999999999998;
12497;2020-03-08;no;Argentina;12;1.4666666666666672;10.2;
12498;2020-03-08;no;Antigua and Barbuda;0;;0.0;
12499;2020-03-08;no;Angola;0;;0.0;
12500;2020-03-08;no;Andorra;1;inf;0.9999999999999998;
12501;2020-03-08;no;Austria;104;3.2380952380952395;110.19999999999999;3.4814814814814814
12502;2020-03-09;no;Liechtenstein;1;inf;0.9999999999999998;
12503;2020-03-09;no;Libya;0;;0.0;
12504;2020-03-09;no;Liberia;0;;0.0;
12505;2020-03-09;no;Lesotho;0;;0.0;
12506;2020-03-09;no;Lebanon;32;5.733333333333335;37.599999999999994;
12507;2020-03-09;no;Latvia;6;1.2000000000000004;5.399999999999999;
12508;2020-03-09;no;Kuwait;64;42.00000000000003;65.99999999999999;
12509;2020-03-09;no;Kyrgyzstan;0;;0.0;
12510;2020-03-09;no;Kosovo;0;;0.0;
12511;2020-03-09;no;Korea, South;7478;33.3073989321129;7420.199999999999;27.71653137482286
12512;2020-03-09;no;Kenya;0;;0.0;
12513;2020-03-09;no;Lithuania;1;inf;1.3999999999999997;
12514;2020-03-09;no;Laos;0;;0.0;
12515;2020-03-09;no;Luxembourg;3;5.333333333333335;3.999999999999999;
12516;2020-03-09;no;Morocco;2;inf;2.7999999999999994;
12517;2020-03-09;no;Madagascar;0;;0.0;
12518;2020-03-09;no;Malawi;0;;0.0;
12519;2020-03-09;no;Malaysia;117;8.583333333333337;117.39999999999998;7.126436781609198
12520;2020-03-09;no;Maldives;4;1.3333333333333337;4.399999999999999;
12521;2020-03-09;no;Mali;0;;0.0;
12522;2020-03-09;no;Malta;3;inf;3.999999999999999;
12523;2020-03-09;no;Mauritania;0;;0.0;
12524;2020-03-09;no;Mauritius;0;;0.0;
12525;2020-03-09;no;Mexico;7;13.333333333333337;6.999999999999998;
12526;2020-03-09;no;Moldova;1;1.3333333333333337;1.5999999999999996;
12527;2020-03-09;no;Monaco;1;inf;0.9999999999999998;
12528;2020-03-09;no;Mongolia;0;;0.3999999999999999;
12529;2020-03-09;no;Montenegro;0;;0.0;
12530;2020-03-09;no;Kazakhstan;0;;0.0;
12531;2020-03-09;no;MS Zaandam;0;;0.0;
12532;2020-03-09;no;Jordan;1;inf;0.9999999999999998;
12533;2020-03-09;no;Eritrea;0;;0.0;
12534;2020-03-09;no;Jamaica;0;;0.19999999999999996;
12535;2020-03-09;no;Mozambique;0;;0.0;
12536;2020-03-09;no;Estonia;10;inf;11.599999999999998;
12537;2020-03-09;no;Eswatini;0;;0.0;
12538;2020-03-09;no;Ethiopia;0;;0.0;
12539;2020-03-09;no;Fiji;0;;0.0;
12540;2020-03-09;no;Finland;30;3.022222222222223;33.39999999999999;
12541;2020-03-09;no;France;1209;8.420512820512824;1469.7999999999997;3.818561230093355
12542;2020-03-09;no;Gabon;0;;0.0;
12543;2020-03-09;no;Gambia;0;;0.0;
12544;2020-03-09;no;Georgia;15;1.93939393939394;14.199999999999996;
12545;2020-03-09;no;Germany;1176;5.331564986737402;1275.9999999999998;4.726314203946379
12546;2020-03-09;no;Ghana;0;;0.0;
12547;2020-03-09;no;Greece;73;4.740740740740742;75.99999999999999;
12548;2020-03-09;no;Grenada;0;;0.0;
12549;2020-03-09;no;Japan;527;16.30601092896175;543.3999999999999;11.349999999999998
12550;2020-03-09;no;Guatemala;0;;0.0;
12551;2020-03-09;no;Guinea-Bissau;0;;0.0;
12552;2020-03-09;no;Guyana;0;;0.0;
12553;2020-03-09;no;Haiti;0;;0.0;
12554;2020-03-09;no;Holy See;1;inf;0.9999999999999998;
12555;2020-03-09;no;Honduras;0;;0.3999999999999999;
12556;2020-03-09;no;Hungary;9;2.666666666666668;8.399999999999999;
12557;2020-03-09;no;Iceland;58;13.16666666666667;62.39999999999999;
12558;2020-03-09;no;India;43;8.592592592592593;46.8;
12559;2020-03-09;no;Indonesia;19;1.2888888888888892;17.999999999999996;
12560;2020-03-09;no;Iran;7161;9.740906826108624;7318.399999999999;7.343885219767707
12561;2020-03-09;no;Iraq;60;19.333333333333346;63.19999999999999;
12562;2020-03-09;no;Ireland;21;12.88888888888889;26.999999999999996;
12563;2020-03-09;no;Israel;61;6.1111111111111125;63.79999999999999;
12564;2020-03-09;no;Italy;9172;4.546468024728896;9008.199999999997;5.344856083681616
12565;2020-03-09;no;Guinea;0;;0.0;
12566;2020-03-09;no;Namibia;0;;0.0;
12567;2020-03-09;no;Slovakia;3;2.3333333333333344;4.799999999999999;
12568;2020-03-09;no;Netherlands;321;3.8796992481203016;331.79999999999995;3.8785185185185194
12569;2020-03-09;no;Spain;1073;2.6131471785922056;1243.6;2.7093268940537287
12570;2020-03-09;no;Sri Lanka;1;inf;1.1999999999999997;
12571;2020-03-09;no;Sudan;0;;0.0;
12572;2020-03-09;no;Suriname;0;;0.0;
12573;2020-03-09;no;Sweden;248;4.689655172413794;293.3999999999999;3.3757575757575773
12574;2020-03-09;no;Switzerland;374;6.157232704402518;424.3999999999999;4.182413087934562
12575;2020-03-09;no;Syria;0;;0.0;
12576;2020-03-09;no;Taiwan*;45;inf;45.999999999999986;
12577;2020-03-09;no;Tajikistan;0;;0.0;
12578;2020-03-09;no;Tanzania;0;;0.0;
12579;2020-03-09;no;Thailand;50;inf;52.39999999999999;
12580;2020-03-09;no;Timor-Leste;0;;0.0;
12581;2020-03-09;no;Togo;1;inf;0.9999999999999998;
12582;2020-03-09;no;Trinidad and Tobago;0;;0.0;
12583;2020-03-09;no;South Sudan;0;;0.0;
12584;2020-03-09;no;Tunisia;2;3.333333333333335;3.3999999999999995;
12585;2020-03-09;no;US;519;4.78754578754579;625.3999999999999;3.30992509363296
12586;2020-03-09;no;Uganda;0;;0.0;
12587;2020-03-09;no;Ukraine;1;inf;0.9999999999999998;
12588;2020-03-09;no;United Arab Emirates;45;inf;56.599999999999994;
12589;2020-03-09;no;United Kingdom;629;5.1044776119402995;744.7999999999998;3.833552920509444
12590;2020-03-09;no;Uruguay;0;;0.0;
12591;2020-03-09;no;Uzbekistan;0;;0.0;
12592;2020-03-09;no;Venezuela;0;;0.0;
12593;2020-03-09;no;Vietnam;30;4.333333333333336;29.39999999999999;
12594;2020-03-09;no;West Bank and Gaza;19;11.333333333333336;21.399999999999995;
12595;2020-03-09;no;Western Sahara;0;;0.0;
12596;2020-03-09;no;Yemen;0;;0.0;
12597;2020-03-09;no;Zambia;0;;0.0;
12598;2020-03-09;no;Equatorial Guinea;0;;0.0;
12599;2020-03-09;no;Turkey;0;;0.19999999999999996;
12600;2020-03-09;no;Nepal;1;inf;0.9999999999999998;
12601;2020-03-09;no;South Africa;3;2.3333333333333344;5.399999999999999;
12602;2020-03-09;no;Slovenia;16;2.8888888888888893;25.399999999999995;
12603;2020-03-09;no;New Zealand;5;inf;4.999999999999999;
12604;2020-03-09;no;Nicaragua;0;;0.0;
12605;2020-03-09;no;Niger;0;;0.0;
12606;2020-03-09;no;Nigeria;2;2.6666666666666665;1.5999999999999996;
12607;2020-03-09;no;North Macedonia;3;inf;4.6;
12608;2020-03-09;no;Norway;205;6.06896551724138;305.19999999999993;2.7272727272727284
12609;2020-03-09;no;Oman;16;inf;16.799999999999997;
12610;2020-03-09;no;Pakistan;16;1.8666666666666674;13.399999999999999;
12611;2020-03-09;no;Panama;0;;1.7999999999999996;
12612;2020-03-09;no;Papua New Guinea;0;;0.0;
12613;2020-03-09;no;Paraguay;1;1.3333333333333337;1.5999999999999996;
12614;2020-03-09;no;Peru;7;1.5555555555555562;7.199999999999999;
12615;2020-03-09;no;Philippines;20;1.7142857142857146;23.599999999999994;
12616;2020-03-09;no;Poland;16;1.9393939393939397;16.999999999999996;
12617;2020-03-09;no;Somalia;0;;0.0;
12618;2020-03-09;no;Portugal;30;5.333333333333336;35.99999999999999;
12619;2020-03-09;no;Romania;15;4.333333333333336;21.799999999999997;
12620;2020-03-09;no;Russia;17;7.833333333333336;17.4;
12621;2020-03-09;no;Rwanda;0;;0.0;
12622;2020-03-09;no;Saint Kitts and Nevis;0;;0.0;
12623;2020-03-09;no;Saint Lucia;0;;0.0;
12624;2020-03-09;no;Saint Vincent and the Grenadines;0;;0.0;
12625;2020-03-09;no;San Marino;36;4.871794871794873;41.599999999999994;
12626;2020-03-09;no;Sao Tome and Principe;0;;0.0;
12627;2020-03-09;no;Saudi Arabia;15;2.0666666666666673;14.399999999999999;
12628;2020-03-09;no;Senegal;4;inf;3.999999999999999;
12629;2020-03-09;no;Serbia;1;inf;3.9999999999999996;
12630;2020-03-09;no;Seychelles;0;;0.0;
12631;2020-03-09;no;Sierra Leone;0;;0.0;
12632;2020-03-09;no;Singapore;150;24.333333333333346;155.2;16.036630036630022
12633;2020-03-09;no;Qatar;18;2.7333333333333343;65.39999999999999;
12634;2020-03-09;no;Zimbabwe;0;;0.0;
12635;2020-03-09;no;El Salvador;0;;0.0;
12636;2020-03-09;no;Ecuador;15;14.000000000000005;14.799999999999997;
12637;2020-03-09;Hunan;China;1018;inf;1017.9999999999999;inf
12638;2020-03-09;Inner Mongolia;China;75;inf;74.99999999999999;
12639;2020-03-09;Isle of Man;United Kingdom;0;;0.0;
12640;2020-03-09;Jiangsu;China;631;inf;630.9999999999999;inf
12641;2020-03-09;Jiangxi;China;935;inf;934.9999999999998;3.50518478596885e+31
12642;2020-03-09;Jilin;China;93;inf;92.99999999999997;
12643;2020-03-09;Liaoning;China;125;inf;124.99999999999997;3.748860733656524e+31
12644;2020-03-09;Macau;China;10;inf;9.999999999999998;
12645;2020-03-09;Manitoba;Canada;0;;0.0;
12646;2020-03-09;Martinique;France;2;inf;2.1999999999999993;
12647;2020-03-09;Mayotte;France;0;;0.0;
12648;2020-03-09;Montserrat;United Kingdom;0;;0.0;
12649;2020-03-09;New Brunswick;Canada;0;;0.19999999999999996;
12650;2020-03-09;New Caledonia;France;0;;0.0;
12651;2020-03-09;New South Wales;Australia;48;3.800000000000001;46.79999999999999;
12652;2020-03-09;Newfoundland and Labrador;Canada;0;;0.0;
12653;2020-03-09;Ningxia;China;75;inf;74.99999999999999;
12654;2020-03-09;Northern Territory;Australia;0;;0.3999999999999999;
12655;2020-03-09;Northwest Territories;Canada;0;;0.0;
12656;2020-03-09;Nova Scotia;Canada;0;;0.0;
12657;2020-03-09;Ontario;Canada;34;10.111111111111116;33.599999999999994;
12658;2020-03-09;Prince Edward Island;Canada;0;;0.0;
12659;2020-03-09;Qinghai;China;18;inf;17.999999999999996;
12660;2020-03-09;Quebec;Canada;4;7.333333333333336;4.599999999999999;
12661;2020-03-09;Queensland;Australia;15;14.333333333333337;16.199999999999996;
12662;2020-03-09;Reunion;France;0;;0.19999999999999996;
12663;2020-03-09;Saint Barthelemy;France;1;-2.3333333333333335;1.7999999999999996;
12664;2020-03-09;Saint Pierre and Miquelon;France;0;;0.0;
12665;2020-03-09;Saskatchewan;Canada;0;;0.0;
12666;2020-03-09;Hubei;China;67743;1758.5800865800868;67729.79999999999;1424.9698245614038
12667;2020-03-09;Henan;China;1272;inf;1272.1999999999998;12720.666666663774
12668;2020-03-09;Heilongjiang;China;481;inf;481.19999999999993;4810.666666665573
12669;2020-03-09;Hebei;China;318;inf;317.99999999999994;inf
12670;2020-03-09;no;Egypt;55;1.9833333333333338;47.59999999999999;
12671;2020-03-09;Alberta;Canada;7;1.7333333333333336;7.799999999999999;
12672;2020-03-09;Anguilla;United Kingdom;0;;0.0;
12673;2020-03-09;Anhui;China;990;inf;989.9999999999998;3.711372126319959e+31
12674;2020-03-09;Aruba;Netherlands;0;;0.0;
12675;2020-03-09;Australian Capital Territory;Australia;0;;0.0;
12676;2020-03-09;Beijing;China;428;427.3333333333335;429.19999999999993;177.8055555555552
12677;2020-03-09;Bermuda;United Kingdom;0;;0.0;
12678;2020-03-09;Bonaire, Sint Eustatius and Saba;Netherlands;0;;0.0;
12679;2020-03-09;British Columbia;Canada;32;4.848484848484851;30.199999999999992;
12680;2020-03-09;British Virgin Islands;United Kingdom;0;;0.0;
12681;2020-03-09;Cayman Islands;United Kingdom;0;;0.0;
12682;2020-03-09;Channel Islands;United Kingdom;0;;0.5999999999999999;
12683;2020-03-09;Chongqing;China;576;inf;575.9999999999999;inf
12684;2020-03-09;Shaanxi;China;245;inf;244.99999999999994;3.6738835189833936e+31
12685;2020-03-09;Curacao;Netherlands;0;;0.0;
12686;2020-03-09;Falkland Islands (Malvinas);United Kingdom;0;;0.0;
12687;2020-03-09;Faroe Islands;Denmark;2;3.333333333333335;1.7999999999999996;
12688;2020-03-09;French Guiana;France;5;inf;4.999999999999999;
12689;2020-03-09;French Polynesia;France;0;;0.0;
12690;2020-03-09;Fujian;China;296;inf;295.99999999999994;inf
12691;2020-03-09;Gansu;China;124;61.33333333333336;123.99999999999997;39.161290322580726
12692;2020-03-09;Gibraltar;United Kingdom;1;inf;0.9999999999999998;
12693;2020-03-09;Grand Princess;Canada;0;;0.0;
12694;2020-03-09;Greenland;Denmark;0;;0.0;
12695;2020-03-09;Guadeloupe;France;0;;0.0;
12696;2020-03-09;Guangdong;China;1352;inf;1352.9999999999998;2253.8888888888036
12697;2020-03-09;Guangxi;China;252;inf;251.99999999999997;inf
12698;2020-03-09;Guizhou;China;146;inf;145.99999999999997;inf
12699;2020-03-09;Hainan;China;168;inf;167.99999999999997;inf
12700;2020-03-09;Diamond Princess;Canada;0;;0.0;
12701;2020-03-09;Shandong;China;758;inf;758.3999999999999;3790.666666666883
12702;2020-03-09;Hong Kong;China;115;32.0952380952381;116.59999999999997;33.2549019607844
12703;2020-03-09;Shanxi;China;133;inf;132.99999999999997;inf
12704;2020-03-09;no;Bolivia;0;;0.3999999999999999;
12705;2020-03-09;no;Bosnia and Herzegovina;3;inf;4.199999999999999;
12706;2020-03-09;no;Botswana;0;;0.0;
12707;2020-03-09;no;Brazil;25;3.2222222222222237;25.399999999999995;
12708;2020-03-09;no;Brunei;1;0.6666666666666667;2.5999999999999996;
12709;2020-03-09;no;Bulgaria;4;1.3333333333333337;3.7999999999999994;
12710;2020-03-09;no;Burkina Faso;0;;0.5999999999999999;
12711;2020-03-09;no;Burma;0;;0.0;
12712;2020-03-09;no;Burundi;0;;0.0;
12713;2020-03-09;no;Cabo Verde;0;;0.0;
12714;2020-03-09;no;Cambodia;2;3.333333333333335;1.9999999999999996;
12715;2020-03-09;no;Cameroon;2;3.333333333333335;1.7999999999999996;
12716;2020-03-09;no;Central African Republic;0;;0.0;
12717;2020-03-09;no;Chad;0;;0.0;
12718;2020-03-09;no;Bhutan;1;inf;0.9999999999999998;
12719;2020-03-09;no;Chile;20;5.047619047619049;22.599999999999994;
12720;2020-03-09;no;Comoros;0;;0.0;
12721;2020-03-09;no;Congo (Brazzaville);0;;0.0;
12722;2020-03-09;no;Congo (Kinshasa);0;;0.19999999999999996;
12723;2020-03-09;no;Costa Rica;9;1.2500000000000004;7.399999999999999;
12724;2020-03-09;no;Cote d'Ivoire;0;;0.19999999999999996;
12725;2020-03-09;no;Croatia;12;inf;13.799999999999997;
12726;2020-03-09;no;Cuba;0;;0.0;
12727;2020-03-09;no;Cyprus;2;0.6666666666666667;2.1999999999999993;
12728;2020-03-09;no;Czechia;31;4.500000000000003;42.599999999999994;
12729;2020-03-09;no;Denmark;90;1.4726368159203984;170.39999999999998;
12730;2020-03-09;no;Diamond Princess;706;inf;705.9999999999998;2.6466956779615056e+31
12731;2020-03-09;no;Djibouti;0;;0.0;
12732;2020-03-09;no;Dominica;0;;0.0;
12733;2020-03-09;Shanghai;China;342;inf;342.79999999999995;488.857142857151
12734;2020-03-09;no;Colombia;1;inf;2.9999999999999996;
12735;2020-03-09;no;Benin;0;;0.0;
12736;2020-03-09;no;Dominican Republic;5;2.6666666666666683;4.399999999999999;
12737;2020-03-09;Victoria;Australia;15;6.166666666666669;15.199999999999998;
12738;2020-03-09;Sichuan;China;539;inf;539.0;inf
12739;2020-03-09;Sint Maarten;Netherlands;0;;0.0;
12740;2020-03-09;South Australia;Australia;7;inf;7.399999999999999;
12741;2020-03-09;St Martin;France;2;0.6666666666666667;1.1999999999999997;
12742;2020-03-09;Tasmania;Australia;2;3.333333333333335;1.9999999999999996;
12743;2020-03-09;Tianjin;China;136;inf;136.0;inf
12744;2020-03-09;Tibet;China;1;inf;0.9999999999999998;
12745;2020-03-09;Turks and Caicos Islands;United Kingdom;0;;0.0;
12746;2020-03-09;no;Belize;0;;0.0;
12747;2020-03-09;Western Australia;Australia;4;6.66666666666667;4.999999999999999;
12748;2020-03-09;Xinjiang;China;76;inf;75.99999999999999;
12749;2020-03-09;Yukon;Canada;0;;0.0;
12750;2020-03-09;Zhejiang;China;1215;inf;1214.9999999999998;inf
12751;2020-03-09;no;Afghanistan;4;2.0000000000000013;4.199999999999999;
12752;2020-03-09;Yunnan;China;174;inf;173.99999999999994;2.6092070706249406e+31
12753;2020-03-09;no;Algeria;20;12.444444444444446;19.199999999999996;
12754;2020-03-09;no;Belgium;239;5.790476190476193;237.79999999999995;4.644549763033177
12755;2020-03-09;no;Belarus;6;inf;7.199999999999998;
12756;2020-03-09;no;Barbados;0;;0.0;
12757;2020-03-09;no;Bangladesh;3;1.3333333333333341;2.3999999999999995;
12758;2020-03-09;no;Albania;2;0.6666666666666667;4.799999999999999;
12759;2020-03-09;no;Bahamas;0;;0.0;
12760;2020-03-09;no;Azerbaijan;9;inf;9.799999999999997;
12761;2020-03-09;no;Bahrain;95;17.666666666666668;113.99999999999997;
12762;2020-03-09;no;Armenia;1;inf;0.9999999999999998;
12763;2020-03-09;no;Argentina;12;5.333333333333335;13.599999999999998;
12764;2020-03-09;no;Antigua and Barbuda;0;;0.0;
12765;2020-03-09;no;Angola;0;;0.0;
12766;2020-03-09;no;Andorra;1;inf;0.9999999999999998;
12767;2020-03-09;no;Austria;131;4.025641025641027;148.39999999999998;3.4196787148594385
12768;2020-03-10;no;Liberia;0;;0.0;
12769;2020-03-10;no;Luxembourg;5;3.6666666666666665;7.399999999999999;
12770;2020-03-10;no;Lithuania;1;inf;1.7999999999999996;
12771;2020-03-10;no;Liechtenstein;1;inf;0.9999999999999998;
12772;2020-03-10;no;Libya;0;;0.0;
12773;2020-03-10;no;Lesotho;0;;0.0;
12774;2020-03-10;no;Nepal;1;inf;0.9999999999999998;
12775;2020-03-10;no;Latvia;8;1.777777777777778;7.199999999999998;
12776;2020-03-10;no;Laos;0;;0.0;
12777;2020-03-10;no;Kyrgyzstan;0;;0.0;
12778;2020-03-10;no;Kuwait;69;26.266666666666673;69.79999999999998;
12779;2020-03-10;no;Kosovo;0;;0.0;
12780;2020-03-10;no;Korea, South;7513;74.72361809045228;7585.799999999998;37.17554438860971
12781;2020-03-10;no;Lebanon;41;7.7777777777777795;45.39999999999999;
12782;2020-03-10;no;MS Zaandam;0;;0.0;
12783;2020-03-10;no;Mozambique;0;;0.0;
12784;2020-03-10;no;Malawi;0;;0.0;
12785;2020-03-10;no;Malaysia;129;7.66666666666667;128.59999999999997;9.56830601092897
12786;2020-03-10;no;Maldives;6;4.666666666666669;5.999999999999999;
12787;2020-03-10;no;Mali;0;;0.0;
12788;2020-03-10;no;Malta;5;3.6666666666666665;4.599999999999999;
12789;2020-03-10;no;Mauritania;0;;0.0;
12790;2020-03-10;no;Mauritius;0;;0.0;
12791;2020-03-10;no;Mexico;7;inf;8.2;
12792;2020-03-10;no;Moldova;3;1.6666666666666672;2.1999999999999997;
12793;2020-03-10;no;Monaco;1;inf;1.1999999999999997;
12794;2020-03-10;no;Mongolia;1;0.6666666666666667;0.5999999999999999;
12795;2020-03-10;no;Montenegro;0;;0.0;
12796;2020-03-10;no;Morocco;3;4.666666666666669;3.5999999999999996;
12797;2020-03-10;no;Kenya;0;;0.0;
12798;2020-03-10;no;Madagascar;0;;0.0;
12799;2020-03-10;no;Kazakhstan;0;;0.0;
12800;2020-03-10;no;Guyana;0;;0.19999999999999996;
12801;2020-03-10;no;Japan;585;12.48837209302326;589.3999999999999;12.09037037037038
12802;2020-03-10;no;Estonia;12;10.66666666666667;12.799999999999999;
12803;2020-03-10;no;Eswatini;0;;0.0;
12804;2020-03-10;no;Ethiopia;0;;0.0;
12805;2020-03-10;no;Fiji;0;;0.0;
12806;2020-03-10;no;Finland;40;3.6470588235294135;42.19999999999999;
12807;2020-03-10;no;France;1784;4.173252279635259;1736.1999999999998;4.898873873873875
12808;2020-03-10;no;Gabon;0;;0.0;
12809;2020-03-10;no;Gambia;0;;0.0;
12810;2020-03-10;no;Georgia;15;14.333333333333337;18.199999999999996;
12811;2020-03-10;no;Germany;1457;5.872102318145484;1531.7999999999997;5.080386703747848
12812;2020-03-10;no;Ghana;0;;0.0;
12813;2020-03-10;no;Greece;89;9.79166666666667;86.59999999999998;
12814;2020-03-10;no;Grenada;0;;0.0;
12815;2020-03-10;no;Guatemala;0;;0.0;
12816;2020-03-10;no;Guinea;0;;0.0;
12817;2020-03-10;no;Guinea-Bissau;0;;0.0;
12818;2020-03-10;no;Haiti;0;;0.0;
12819;2020-03-10;no;Holy See;1;inf;0.9999999999999998;
12820;2020-03-10;no;Honduras;0;;0.7999999999999998;
12821;2020-03-10;no;Hungary;9;8.333333333333336;10.199999999999998;
12822;2020-03-10;no;Iceland;69;6.210526315789476;72.99999999999999;
12823;2020-03-10;no;India;56;5.411764705882354;54.599999999999994;
12824;2020-03-10;no;Indonesia;27;1.6507936507936511;23.999999999999996;
12825;2020-03-10;no;Iran;8042;9.83242999096658;8168.799999999999;8.604742308446008
12826;2020-03-10;no;Iraq;71;11.57575757575758;66.6;
12827;2020-03-10;no;Ireland;34;3.28888888888889;31.999999999999993;
12828;2020-03-10;no;Israel;75;9.380952380952383;75.19999999999999;
12829;2020-03-10;no;Italy;10149;6.4157654409997615;10854.199999999999;5.336421200750467
12830;2020-03-10;no;Jamaica;0;;0.5999999999999999;
12831;2020-03-10;no;Jordan;1;inf;0.9999999999999998;
12832;2020-03-10;no;Netherlands;382;5.515669515669519;394.7999999999999;4.750724637681162
12833;2020-03-10;no;Eritrea;0;;0.0;
12834;2020-03-10;no;Nicaragua;0;;0.0;
12835;2020-03-10;no;Sri Lanka;1;inf;1.3999999999999997;
12836;2020-03-10;no;Sudan;0;;0.0;
12837;2020-03-10;no;Suriname;0;;0.0;
12838;2020-03-10;no;Sweden;355;3.5350877192982466;380.99999999999994;3.536439665471924
12839;2020-03-10;no;Switzerland;491;5.203463203463206;501.19999999999993;5.119221411192214
12840;2020-03-10;no;Syria;0;;0.0;
12841;2020-03-10;no;Taiwan*;47;45.66666666666667;46.79999999999999;
12842;2020-03-10;no;Tajikistan;0;;0.0;
12843;2020-03-10;no;Tanzania;0;;0.0;
12844;2020-03-10;no;Thailand;53;34.00000000000001;56.39999999999999;
12845;2020-03-10;no;Timor-Leste;0;;0.0;
12846;2020-03-10;no;Togo;1;inf;0.9999999999999998;
12847;2020-03-10;no;Trinidad and Tobago;0;;0.0;
12848;2020-03-10;no;Tunisia;5;2.0000000000000004;4.599999999999999;
12849;2020-03-10;no;Turkey;0;;0.3999999999999999;
12850;2020-03-10;no;US;711;4.310256410256413;870.1999999999998;3.0690036317700935
12851;2020-03-10;no;Uganda;0;;0.0;
12852;2020-03-10;no;Ukraine;1;inf;0.9999999999999998;
12853;2020-03-10;no;United Arab Emirates;74;3.770114942528736;64.59999999999998;
12854;2020-03-10;no;United Kingdom;887;3.288888888888889;1016.5999999999997;3.3876240513718634
12855;2020-03-10;no;Uruguay;0;;0.0;
12856;2020-03-10;no;Uzbekistan;0;;0.0;
12857;2020-03-10;no;Venezuela;0;;0.0;
12858;2020-03-10;no;Vietnam;31;60.66666666666668;33.599999999999994;
12859;2020-03-10;no;West Bank and Gaza;26;4.066666666666668;24.199999999999996;
12860;2020-03-10;no;Western Sahara;0;;0.0;
12861;2020-03-10;no;Yemen;0;;0.0;
12862;2020-03-10;no;Zambia;0;;0.0;
12863;2020-03-10;no;Zimbabwe;0;;0.0;
12864;2020-03-10;no;Spain;1695;2.2446183953033274;1598.9999999999998;3.3851486954935246
12865;2020-03-10;no;South Sudan;0;;0.0;
12866;2020-03-10;no;South Africa;7;2.1666666666666665;8.599999999999998;
12867;2020-03-10;no;Somalia;0;;0.0;
12868;2020-03-10;no;Niger;0;;0.0;
12869;2020-03-10;no;Nigeria;2;3.333333333333335;1.7999999999999996;
12870;2020-03-10;no;North Macedonia;7;2.1666666666666665;5.399999999999999;
12871;2020-03-10;no;Norway;400;2.3244047619047623;416.19999999999993;2.9620414673046254
12872;2020-03-10;no;Oman;18;16.66666666666667;17.199999999999996;
12873;2020-03-10;no;Pakistan;19;2.102564102564103;17.799999999999997;
12874;2020-03-10;no;Panama;1;0.6666666666666667;3.999999999999999;
12875;2020-03-10;no;Papua New Guinea;0;;0.0;
12876;2020-03-10;no;Paraguay;1;inf;2.5999999999999996;
12877;2020-03-10;no;Peru;11;3.200000000000001;9.999999999999998;
12878;2020-03-10;no;Philippines;33;1.8260869565217397;32.8;
12879;2020-03-10;no;Poland;22;2.969696969696971;25.799999999999994;
12880;2020-03-10;no;Portugal;41;6.121212121212123;43.8;
12881;2020-03-10;no;Qatar;24;4.222222222222223;116.19999999999996;
12882;2020-03-10;no;New Zealand;5;inf;4.999999999999999;
12883;2020-03-10;no;Romania;25;3.666666666666667;29.799999999999994;
12884;2020-03-10;no;Rwanda;0;;0.0;
12885;2020-03-10;no;Saint Kitts and Nevis;0;;0.0;
12886;2020-03-10;no;Saint Lucia;0;;0.0;
12887;2020-03-10;no;Saint Vincent and the Grenadines;0;;0.0;
12888;2020-03-10;no;San Marino;51;5.466666666666668;50.79999999999999;
12889;2020-03-10;no;Sao Tome and Principe;0;;0.0;
12890;2020-03-10;no;Saudi Arabia;20;3.4074074074074097;22.399999999999995;
12891;2020-03-10;no;Senegal;4;inf;3.999999999999999;
12892;2020-03-10;no;Serbia;5;1.166666666666667;7.599999999999999;
12893;2020-03-10;no;Seychelles;0;;0.0;
12894;2020-03-10;no;Sierra Leone;0;;0.0;
12895;2020-03-10;no;Singapore;160;30.666666666666675;163.19999999999996;17.575757575757585
12896;2020-03-10;no;Slovakia;7;2.1666666666666665;7.799999999999999;
12897;2020-03-10;no;Slovenia;31;2.8000000000000007;41.79999999999999;
12898;2020-03-10;no;Russia;20;12.000000000000002;20.4;
12899;2020-03-10;no;Equatorial Guinea;0;;0.0;
12900;2020-03-10;no;Namibia;0;;0.0;
12901;2020-03-10;no;Egypt;59;10.86666666666667;57.999999999999986;
12902;2020-03-10;Inner Mongolia;China;75;inf;74.99999999999999;
12903;2020-03-10;Isle of Man;United Kingdom;0;;0.0;
12904;2020-03-10;Jiangsu;China;631;inf;630.9999999999999;inf
12905;2020-03-10;Jiangxi;China;935;inf;934.9999999999998;3.50518478596885e+31
12906;2020-03-10;Jilin;China;93;inf;92.99999999999997;
12907;2020-03-10;Liaoning;China;125;inf;124.99999999999997;3.748860733656524e+31
12908;2020-03-10;Macau;China;10;inf;9.999999999999998;
12909;2020-03-10;Manitoba;Canada;0;;0.0;
12910;2020-03-10;Martinique;France;2;inf;2.3999999999999995;
12911;2020-03-10;Mayotte;France;0;;0.0;
12912;2020-03-10;Montserrat;United Kingdom;0;;0.0;
